y_true,anomaly_score
0.0,0.00025403092455209437
0.0,1.9611617315676193e-05
0.0,1.9623229617395774e-05
0.0,1.445305730662171e-05
0.0,1.4021820121397611e-06
0.0,5.983058917877143e-05
0.0,0.0004819045364552555
0.0,2.3940471390673096e-05
0.0,0.017739737127945382
0.0,2.099379583853277e-05
0.0,2.6575298712727197e-05
0.0,3.446263017441382e-05
0.0,0.0006522989146220719
0.0,1.5421040910758715e-05
0.0,2.7247443772723235e-05
0.0,7.011557464624593e-05
0.0,1.1655797593098854e-05
0.0,2.4728386965210375e-05
0.0,1.4383953129911252e-05
0.0,0.00013380409850897751
0.0,6.44037996255047e-06
0.0,4.913315115597648e-06
0.0,7.993847974924255e-06
0.0,4.254231069146371e-06
0.0,2.9636238729871665e-05
0.0,2.1206002990627833e-05
0.0,8.9628665682399e-06
0.0,9.291887668407623e-06
0.0,1.6883864027523235e-05
0.0,0.00013183509541705115
0.0,1.0000805583539632e-05
0.0,6.968960171999339e-06
0.0,1.0453262491586868e-05
0.0,1.7041574925218878e-05
0.0,1.9619607116056324e-05
0.0,6.5360757269811185e-06
0.0,4.480909247609801e-06
0.0,5.378001089251103e-05
0.0,1.1734640532878695e-05
0.0,4.018538857094661e-05
0.0,7.955946345072173e-05
0.0,0.0001828362139047608
0.0,1.6215990980177895e-05
0.0,4.256108765465465e-06
0.0,1.8294153613792464e-05
0.0,0.00013156958902151494
0.0,7.911373588609961e-05
0.0,0.0022731550782686244
0.0,9.149237042556314e-06
0.0,1.7093517711836482e-05
0.0,3.7831225251321546e-05
0.0,2.2474409644188835e-05
0.0,1.0087954442735526e-05
0.0,2.2604733800633764e-05
0.0,9.37210774311881e-06
0.0,0.00018950632465074296
0.0,2.9096935602917406e-05
0.0,0.006915295442869881
0.0,1.5488718772612547e-05
0.0,0.00036448470429184564
0.0,0.00010629730461075278
0.0,3.4536035463562377e-06
0.0,7.571505753343098e-06
0.0,1.6770297049369034e-05
0.0,3.1783189398048545e-05
0.0,4.712489751367273e-05
0.0,0.00012337467559521263
0.0,1.2981942487070276e-05
0.0,2.2958219128727292e-05
0.0,5.459549468841706e-05
0.0,1.0014748918340801e-05
0.0,6.951516745918497e-06
0.0,3.458818048445332e-06
0.0,1.4438960455747899e-05
0.0,4.0335333996757646e-05
0.0,7.6249932087912615e-06
0.0,5.964560722373113e-06
0.0,4.708534589229146e-05
0.0,2.06768468212092e-05
0.0,9.13879777587206e-06
0.0,6.120536574320645e-05
0.0,1.440850271748498e-05
0.0,8.960331447918848e-06
0.0,3.4585643934087494e-06
0.0,2.6177437324457924e-06
0.0,0.00011619643115177351
0.0,0.0005751696105327171
0.0,2.6050292677649538e-05
0.0,5.7761165358678124e-05
0.0,1.9617558283974835e-05
0.0,5.443589536720608e-05
0.0,3.769863972163092e-05
0.0,2.171072690665968e-05
0.0,1.8641557414869223e-05
0.0,3.516855744588384e-05
0.0,2.8978177478929894e-05
0.0,9.94172827135661e-06
0.0,2.534387249688843e-06
0.0,0.005943732052793458
0.0,1.2983479266275098e-05
0.0,8.159186038848746e-05
0.0,8.976654155039009e-06
0.0,1.4192113512740881e-05
0.0,0.00016026775208658115
0.0,0.0003249931889586894
0.0,0.0020902463607853396
0.0,7.280166099546438e-06
0.0,3.09229986379118e-05
0.0,2.309793847293605e-05
0.0,2.6500471060018012e-06
0.0,9.619006327393047e-05
0.0,6.4054733249114415e-06
0.0,4.160171829974684e-05
0.0,3.0211118787864046e-05
0.0,1.3947195510877106e-05
0.0,1.391270336823466e-05
0.0,4.768619595472989e-06
0.0,6.534165183829918e-06
0.0,0.00017902596221789908
0.0,8.607845294046038e-05
0.0,1.2504412941559752e-05
0.0,1.3433089828967338e-06
0.0,1.6466742572295054e-05
0.0,3.5869081435668645e-05
0.0,0.022385987117009617
0.0,2.885915731560872e-05
0.0,5.27569028328298e-06
0.0,6.086798721854442e-06
0.0,0.0001379595982231627
0.0,7.3679272314884e-06
0.0,6.664836359470463e-05
0.0,0.000153129786566083
0.0,2.7687769370424433e-05
0.0,5.0439183702988086e-05
0.0,1.2057229001530664e-05
0.0,1.793886067290896e-05
0.0,9.144773075893002e-05
0.0,0.0005651317396169455
0.0,4.306001590757928e-06
0.0,2.3495120273092936e-05
0.0,0.00012578067864938008
0.0,0.00018711818618601835
0.0,7.578051916243366e-05
0.0,1.972015823704011e-05
0.0,2.486328759423953e-05
0.0,0.00027268412722351805
0.0,1.1918111268158661e-05
0.0,5.76656154936029e-05
0.0,1.4088444192254096e-05
0.0,6.446920777827422e-06
0.0,0.0001012603391202556
0.0,3.041006139125516e-05
0.0,3.454218486399204e-06
0.0,1.2170373143766633e-05
0.0,4.378473810055865e-05
0.0,2.7127065049339402e-05
0.0,0.00023821760251836394
0.0,0.0019572044427061852
0.0,8.739159756267638e-06
0.0,1.4415071575282092e-05
0.0,9.482953472666365e-05
0.0,3.226855585433636e-05
0.0,1.7833371823498777e-06
0.0,3.0550752926579086e-05
0.0,4.123070472962962e-05
0.0,0.002394111451166883
0.0,2.3982569153257684e-05
0.0,0.0002407295071953691
0.0,9.416024473678718e-06
0.0,0.003214517147756026
0.0,7.787143934854683e-06
0.0,2.2473804642851734e-05
0.0,4.788118811670245e-05
0.0,2.9404433025491256e-05
0.0,2.7707690000352887e-06
0.0,1.5950735044669592e-05
0.0,0.00039936491913141977
0.0,2.046041350732572e-05
0.0,1.8445332475774268e-05
0.0,3.6888158464171746e-05
0.0,0.000522961936772019
0.0,1.9501278344808257e-05
0.0,1.7454966252684313e-05
0.0,0.0018891134163522055
0.0,1.9623981345541702e-05
0.0,8.770869906275691e-06
0.0,0.00013343896118906843
0.0,4.3546472401677326e-05
0.0,0.0002928059471980716
0.0,7.262566414706429e-05
0.0,1.1988054946751509e-05
0.0,1.5322245973727823e-05
0.0,1.7930925293444945e-05
0.0,1.722708397010165e-05
0.0,0.008095623915586138
0.0,9.233744040095516e-06
0.0,1.7835995936179302e-05
0.0,1.6035771645978212e-05
0.0,0.0001231755898796462
0.0,0.00027765936980123383
0.0,1.2076049003993515e-05
0.0,8.348548333446107e-05
0.0,8.50767277303809e-06
0.0,0.000498930665545606
0.0,1.3520193781103381e-05
