y_true,anomaly_score
0.0,0.005503552375207063
0.0,0.0017319183942308223
0.0,0.0011448526689924127
0.0,0.0031175137328444914
0.0,0.0018438241518501377
0.0,0.006302450498289086
0.0,0.0037724632467686287
0.0,0.004052668666973542
0.0,0.0018889682243726654
0.0,0.0055803755062128054
0.0,0.004435317130771494
0.0,0.0009665708749417668
0.0,0.003922703499070706
0.0,0.0038439360642567788
0.0,0.0023213313340798123
0.0,0.005707610520944457
0.0,0.0019889899934598283
0.0,0.0015415757662657573
0.0,0.003176913016510552
0.0,0.006008226976703818
0.0,0.003030466130414875
0.0,0.006918997211246173
0.0,0.002263861497470699
0.0,0.0051273104190138205
0.0,0.003468038498922635
0.0,0.004558089096961903
0.0,0.0030999335285056633
0.0,0.005424351615916419
0.0,0.0018450959516641652
0.0,0.003004580887476405
0.0,0.0046566169241533594
0.0,0.002741701219306887
0.0,0.0029829287960533276
0.0,0.0015453489271038097
0.0,0.0017376939399346995
0.0,0.005666082487952267
0.0,0.0027405257584396
0.0,0.0035271893949488813
0.0,0.005158810233139596
0.0,0.008452564166440737
0.0,0.0029437674881433278
0.0,0.0018300642365468064
0.0,0.002257402454286731
0.0,0.005651977844355482
0.0,0.01266510298758196
0.0,0.003296742399285723
0.0,0.0015924923354537661
0.0,0.003284028968722293
0.0,0.0024172341201010674
0.0,0.003685130100471706
0.0,0.005084774458705678
0.0,0.0008190952907889487
0.0,0.004192271229414642
0.0,0.004968303216305591
0.0,0.009157095666147266
0.0,0.0030843439286947663
0.0,0.0028227970286591685
0.0,0.0025148760317077186
0.0,0.0031156212840891028
0.0,0.0024413275323693535
0.0,0.004715183324838112
0.0,0.002755544812494729
0.0,0.031221541520356763
0.0,0.002942401483270305
0.0,0.002828601614022531
0.0,0.0163632000380476
0.0,0.004148617279038292
0.0,0.0051670974439829934
0.0,0.002820863678172511
0.0,0.006362123255268386
0.0,0.0041922171628529705
0.0,0.003626253578489024
0.0,0.0068432151229227125
0.0,0.0030290322205325728
0.0,0.0036943831833912213
0.0,0.0025328121779315017
0.0,0.002897583443422096
0.0,0.003422615132091797
0.0,0.005818950620356928
0.0,0.0028788937906982517
0.0,0.004530520925951004
0.0,0.0019717108351161704
0.0,0.0030589583243997285
0.0,0.0025200491079334798
0.0,0.00634525713107148
0.0,0.0029148156452015557
0.0,0.00336290055088483
0.0,0.004379493801861312
0.0,0.007086502975649722
0.0,0.0028023893154178097
0.0,0.001607570676555259
0.0,0.0019797265727138167
0.0,0.0025825601984294753
0.0,0.002791689767631555
0.0,0.0027610573800141767
0.0,0.00401949827111498
0.0,0.004134163441865568
0.0,0.0025733766780945983
0.0,0.0037136612030933456
0.0,0.001933909049310789
0.0,0.003760923545618522
0.0,0.002783209876069426
0.0,0.003554782003672448
0.0,0.0030061306781219324
0.0,0.003961866819662027
0.0,0.004593663246857891
0.0,0.0038173571968686433
0.0,0.005247341548184106
0.0,0.0027059161476902373
0.0,0.003074042588098956
0.0,0.0031212955291482518
0.0,0.007666953375691483
0.0,0.002447320173130693
0.0,0.005661886250176287
0.0,0.002848963750429054
0.0,0.0023012677665946975
0.0,0.004458554889003531
0.0,0.0032119275559046668
0.0,0.00266446209202334
0.0,0.005370295877011899
0.0,0.006302795068291591
0.0,0.0028957904549182494
0.0,0.002122801711766531
0.0,0.003941532606175311
0.0,0.005296074551396146
0.0,0.003153340753865542
0.0,0.0030063644018116023
0.0,0.0036119268693923685
0.0,0.0020010376163432193
0.0,0.002500647638254497
0.0,0.012258444555634974
0.0,0.0030292769746546253
0.0,0.0027401088783828636
0.0,0.0037386933588712742
0.0,0.003175548966093688
0.0,0.005259983862190903
0.0,0.00326724035545847
0.0,0.004242267662330026
0.0,0.0015908018920243237
0.0,0.0017377206989481046
0.0,0.0040944780286751
0.0,0.0028053906903759388
0.0,0.0029645265135817677
0.0,0.003232766002271592
0.0,0.0029550801946658586
0.0,0.005190588223924899
0.0,0.00369287080609299
0.0,0.0032611552912708893
0.0,0.004262115033579249
0.0,0.002688196995583676
0.0,0.0029297338648765292
0.0,0.001102706104185562
0.0,0.0016283523113364167
0.0,0.002488370913979288
0.0,0.0038116509044274966
0.0,0.00512830432863262
0.0,0.00296352963419016
0.0,0.007593987633644381
0.0,0.006995799730570526
0.0,0.002893994796863608
0.0,0.004212944555923446
0.0,0.004382730403228772
0.0,0.0032199740223175
0.0,0.01347228423609546
0.0,0.002981352749879899
0.0,0.0028438776302875256
0.0,0.002560592851500525
0.0,0.0034771052780190473
0.0,0.003323943474758999
0.0,0.003638376682753809
0.0,0.004389774192948697
0.0,0.003998954263072628
0.0,0.005527430953662983
0.0,0.0045446135715988
0.0,0.00572928393367562
0.0,0.003971057275818693
0.0,0.002844867178735508
0.0,0.0029768953108518
0.0,0.0018529925833678854
0.0,0.0032631297465552486
0.0,0.0020111355386901552
0.0,0.004386730350841728
0.0,0.004350909058165425
0.0,0.0011473458623693035
0.0,0.0019839972394904634
0.0,0.001561132806185951
0.0,0.004476317527909051
0.0,0.0037874644968543627
0.0,0.005943804213421169
0.0,0.003993845078721485
0.0,0.0026812310802764162
0.0,0.0031469004380810673
0.0,0.0030244095860522875
0.0,0.004010927314020216
0.0,0.0037758623886391036
0.0,0.0029742105225884627
0.0,0.004745117397184031
0.0,0.0024323064327425887
0.0,0.003367945176687251
0.0,0.0023423894576769114
0.0,0.0024844242068090983
0.0,0.002136500386761709
0.0,0.003058467593394216
0.0,0.004802880894292842
0.0,0.0035309187795704747
0.0,0.0026978525369378806
0.0,0.001606376130885871
0.0,0.00680194931760869
0.0,0.004420616539850447
0.0,0.001673282706430407
0.0,0.0015455797279563365
0.0,0.004111401937756933
0.0,0.003036093801731747
0.0,0.003774016764448115
0.0,0.0029753023352590544
0.0,0.004668342215934461
0.0,0.011536866817421627
0.0,0.003094059742764776
0.0,0.004850229476544423
0.0,0.002386733429410101
0.0,0.0023022399237907563
0.0,0.006314458652138527
0.0,0.0036432633188694706
0.0,0.0024964277308069365
0.0,0.0030539716832744257
0.0,0.0019190779001637074
0.0,0.0032835892777682593
0.0,0.002865372548313872
0.0,0.003315897047023897
0.0,0.002948980617481724
0.0,0.0020952291822036373
0.0,0.005501110253007791
0.0,0.004383829664192269
0.0,0.0049681203585683785
0.0,0.0031267402370278915
0.0,0.00560236569907467
0.0,0.00438733865798266
0.0,0.002147982640979518
0.0,0.002535713342165621
0.0,0.0029706615697964295
0.0,0.003611295745048476
0.0,0.004939715352470003
0.0,0.0028544767824220736
0.0,0.002147620755684332
0.0,0.0023400865476833786
0.0,0.00493262606025844
0.0,0.002956827610281633
0.0,0.003735357415210858
0.0,0.003034625377726809
0.0,0.00442594559724077
0.0,0.003707699048127137
0.0,0.0013501214784019798
0.0,0.008082373744141886
0.0,0.004148951319533884
0.0,0.0020054560796239503
0.0,0.002694022989132439
0.0,0.003767207574558837
0.0,0.005475718936272314
0.0,0.005129153594908
0.0,0.002825760781843206
0.0,0.00480053701920107
0.0,0.006472006611631595
0.0,0.005245501447065117
0.0,0.0040339087660683495
0.0,0.003991396940117284
0.0,0.0029428833019163976
0.0,0.004079352582948255
0.0,0.00244365662078629
0.0,0.006127568783712572
0.0,0.002884930899087536
0.0,0.020082307187728375
0.0,0.01699360953119503
0.0,0.005970938978808233
0.0,0.0033011030957757494
0.0,0.003398999139550127
0.0,0.0029671768265274326
0.0,0.0038327495869067436
0.0,0.005475909911300709
0.0,0.0029658853383501497
0.0,0.00359129764818313
0.0,0.005604556912412932
0.0,0.002331163092334387
0.0,0.006203336612995113
0.0,0.0009007858960158473
