Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,Pkt Size Avg,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
6,20356,4,4,203.0,128.0,203,0,50.75,101.5,128,0,32.0,64.0,16260.562,393.0045196,2908.0,3570.5796450000003,9330.0,108.0,9425.0,3141.666667,5249.269504999999,9203.0,108.0,18690.0,6230.0,3246.810127,9330.0,2854.0,128,144,196.5022598,196.5022598,0,203,36.77777778,75.34881847,5677.444444,41.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,51045,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.18111470000001,51045.0,0.0,51045.0,51045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32,19.59055735,19.59055735,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,13504,4,4,203.0,128.0,203,0,50.75,101.5,128,0,32.0,64.0,24511.25592,592.4170616,1929.142857,1681.39153,4991.0,193.0,7989.0,2663.0,3623.713565,6823.0,193.0,11756.0,3918.666667,980.1562801,4991.0,3069.0,128,144,296.2085308,296.2085308,0,203,36.77777778,75.34881847,5677.444444,41.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,51780,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38.62495172,51780.0,0.0,51780.0,51780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32,19.31247586,19.31247586,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,14572,4,4,203.0,128.0,203,0,50.75,101.5,128,0,32.0,64.0,22714.7955,548.9980785,2081.714286,1472.227192,4076.0,120.0,8192.0,2730.666667,4041.557291,7386.0,120.0,13250.0,4416.666667,1424.877656,5981.0,3193.0,128,144,274.4990393,274.4990393,0,203,36.77777778,75.34881847,5677.444444,41.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,50606,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.52100541,50606.0,0.0,50606.0,50606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32,19.76050271,19.76050271,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12792,4,4,203.0,128.0,203,0,50.75,101.5,128,0,32.0,64.0,25875.54722,625.3908693,1827.428571,1981.18852,6162.0,188.0,9687.0,3229.0,4818.819461,8785.0,188.0,11009.0,3669.666667,2282.239324,6162.0,1682.0,128,144,312.69543460000006,312.69543460000006,0,203,36.77777778,75.34881847,5677.444444,41.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,48955,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40.85384537,48955.0,0.0,48955.0,48955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32,20.42692268,20.42692268,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,11474,4,4,203.0,128.0,203,0,50.75,101.5,128,0,32.0,64.0,28847.82988,697.2285166,1639.142857,1765.054714,5388.0,162.0,9136.0,3045.333333,4878.492527,8678.0,162.0,9344.0,3114.666667,2117.279937,5388.0,1199.0,128,144,348.6142583,348.6142583,0,203,36.77777778,75.34881847,5677.444444,41.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,49808,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40.1541921,49808.0,0.0,49808.0,49808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32,20.07709605,20.07709605,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12574,4,4,203.0,128.0,203,0,50.75,101.5,128,0,32.0,64.0,26324.16097,636.2334977,1796.285714,2011.13672,6179.0,111.0,10071.0,3357.0,5108.0927950000005,9245.0,111.0,10308.0,3436.0,2411.399386,6179.0,1650.0,128,144,318.1167488,318.1167488,0,203,36.77777778,75.34881847,5677.444444,41.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,51252,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.0228674,51252.0,0.0,51252.0,51252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32,19.5114337,19.5114337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
