Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,Pkt Size Avg,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
6,269709,4,5,48.0,23.0,30,0,12.0,14.69693846,23,0,4.6,10.2859127,263.2466844,33.36929802,33713.625,90272.54988,257068.0,14.0,260808.0,86936.0,149854.7657,259973.0,104.0,269709.0,67427.25,126912.7408,257785.0,2956.0,128,176,14.83079912,18.5384989,0,30,7.1,11.77992643,138.7666667,7.888888888999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,268599,2,3,0.0,23.0,0,0,0.0,0.0,23,0,7.666666667,13.27905619,85.62950718,18.61511026,67149.75,132430.5536,265786.0,11.0,265811.0,265811.0,0.0,265811.0,265811.0,268574.0,134287.0,185983.2256,265797.0,2777.0,64,112,7.446044102999999,11.16906615,0,23,3.833333333,9.389710681,88.16666667,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,22194,5,5,53.0,30.0,30,0,10.6,14.72412986,30,0,6.0,13.41640786,3739.749482,450.5722267,2466.0,2951.053583,8063.0,3.0,17518.0,4379.5,6184.320254,13537.0,3.0,15128.0,3782.0,3420.9258979999995,8063.0,42.0,160,176,225.2861134,225.2861134,0,30,7.545454545,13.04885923,170.2727273,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8737298,3,4,24.0,3.0,24,0,8.0,13.85640646,3,0,0.75,1.5,3.090200197,0.801163014,1456216.333,3563822.447,8730838.0,14.0,8731973.0,4365986.5,6172876.03,8730869.0,1104.0,8737298.0,2912432.667,5038898.953,8730852.0,3194.0,96,144,0.343355577,0.457807437,0,24,3.375,8.399617337999999,70.55357143,3.857142857,3266.0,0.0,3266.0,3266.0,8730838.0,0.0,8730838.0,8730838.0
6,11685939,6,6,30.0,90.0,30,0,5.0,12.24744871,30,0,15.0,16.43167673,10.26875119,1.026875119,1062358.091,2979697.699,9992141.0,21.0,11700000.0,2336173.2,4304145.233,10000000.0,250.0,11100000.0,2216232.6,4367221.009,9992141.0,28.0,192,208,0.513437559,0.513437559,0,30,9.230769231,14.41153384,207.6923077,10.0,1007116.0,0.0,1007116.0,1007116.0,9992141.0,0.0,9992141.0,9992141.0
6,3625973,6,7,48.0,41.0,23,0,8.0,11.296017,24,0,5.857142857,10.20504077,24.54513588,3.585244567,302164.4167,1031114.574,3576218.0,18.0,3621922.0,724384.4,1615480.809,3614244.0,1109.0,3623523.0,603920.5,1456228.55,3576257.0,18.0,192,240,1.654728262,1.930516306,0,24,6.357142857,10.08126322,101.6318681,6.846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,265711,4,5,138.0,23.0,120,0,34.5,57.62811814,23,0,4.6,10.2859127,605.9214711,33.87138658,33213.875,90707.81958,257697.0,33.0,260364.0,86788.0,150232.892,260262.0,33.0,265711.0,66427.75,127513.9011,257697.0,1937.0,128,176,15.05394959,18.81743699,0,120,16.1,37.50688826,1406.766667,17.88888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,269307,2,3,0.0,23.0,0,0,0.0,0.0,23,0,7.666666667,13.27905619,85.40438979,18.56617169,67326.75,129561.7757,261663.0,1480.0,263847.0,263847.0,0.0,263847.0,263847.0,267123.0,133561.5,186791.4486,265643.0,1480.0,64,112,7.426468677000001,11.13970302,0,23,3.833333333,9.389710681,88.16666667,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8734991,3,4,24.0,3.0,24,0,8.0,13.85640646,3,0,0.75,1.5,3.09101635,0.801374609,1455831.833,3563097.455,8728974.0,760.0,8730996.0,4365498.0,6172319.5370000005,8729987.0,1009.0,8734991.0,2911663.667,5038596.742,8729734.0,2056.0,96,144,0.343446261,0.457928348,0,24,3.375,8.399617337999999,70.55357143,3.857142857,2816.0,0.0,2816.0,2816.0,8728974.0,0.0,8728974.0,8728974.0
6,11684506,6,6,236.0,236.0,236,0,39.33333333,96.34659655,104,0,39.33333333,45.33725473,40.39537487,1.027001056,1062227.818,2979842.919,9992159.0,281.0,11700000.0,2335873.2,4303501.163,9999515.0,281.0,11100000.0,2216213.4,4367323.765,9992159.0,1087.0,192,208,0.513500528,0.513500528,0,236,36.30769231,69.59332417,4843.230769,39.33333333,1010213.0,0.0,1010213.0,1010213.0,9992159.0,0.0,9992159.0,9992159.0
17,3994924,1,1,44.0,44.0,44,44,44.0,0.0,44,44,44.0,0.0,22.02795347,0.5006353060000001,3994924.0,0.0,3994924.0,3994924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0.250317653,0.250317653,44,44,44.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1552453,6,5,375.0,140.0,287,0,62.5,115.4777035,101,0,28.0,44.16446535,331.7330702,7.085560722,155245.3,477040.4045,1512724.0,125.0,1549171.0,309834.2,672538.5056,1512724.0,763.0,37890.0,9472.5,15383.52288,32413.0,125.0,192,176,3.864851303,3.220709419,0,287,42.91666667,85.13781163,7248.44697,46.81818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,273133,2,3,0.0,23.0,0,0,0.0,0.0,23,0,7.666666667,13.27905619,84.20805981,18.30609996,68283.25,129261.3959,262154.0,2300.0,264454.0,264454.0,0.0,264454.0,264454.0,270833.0,135416.5,182496.482,264461.0,6372.0,64,112,7.322439983,10.98365998,0,23,3.833333333,9.389710681,88.16666667,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,267969,6,7,138.0,23.0,42,0,23.0,19.778776500000003,23,0,3.285714286,8.693182879,600.815766,48.51307427,22330.75,69749.76153999999,243731.0,82.0,263376.0,52675.2,108592.0736,246862.0,82.0,267969.0,44661.5,97563.19975,243731.0,2229.0,192,240,22.39064966,26.12242461,0,42,11.5,17.11387202,292.8846154,12.38461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1552555,6,5,60.0,60.0,30,0,10.0,15.49193338,30,0,12.0,16.43167673,77.29194779,7.085095214,155255.5,477139.3325,1513036.0,22.0,1549467.0,309893.4,672679.3078,1513036.0,807.0,36310.0,9077.5,15533.340580000002,32222.0,22.0,192,176,3.864597389,3.220497825,0,30,10.0,14.77097892,218.1818182,10.90909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,272141,2,3,0.0,23.0,0,0,0.0,0.0,23,0,7.666666667,13.27905619,84.51501244,18.37282879,68035.25,131058.5414,264551.0,19.0,264570.0,264570.0,0.0,264570.0,264570.0,272122.0,136061.0,181744.8275,264574.0,7548.0,64,112,7.349131516,11.02369727,0,23,3.833333333,9.389710681,88.16666667,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
