Timestamp,Dst Port
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,36317
10/01/2020 1:39,46013
10/01/2020 1:40,36291
10/01/2020 1:39,8180
10/01/2020 1:39,40995
10/01/2020 1:40,39463
10/01/2020 1:39,37197
10/01/2020 1:40,41851
10/01/2020 1:39,38301
10/01/2020 1:39,45827
10/01/2020 1:39,8180
10/01/2020 1:40,44685
10/01/2020 1:40,39433
10/01/2020 1:40,42515
10/01/2020 1:40,33469
10/01/2020 1:39,46205
10/01/2020 1:39,8180
10/01/2020 1:39,40203
10/01/2020 1:39,37061
10/01/2020 1:40,40245
10/01/2020 1:39,35269
10/01/2020 1:40,38019
10/01/2020 1:39,36099
10/01/2020 1:39,8180
10/01/2020 1:39,41095
10/01/2020 1:39,42459
10/01/2020 1:40,36531
10/01/2020 1:39,40279
10/01/2020 1:40,44119
10/01/2020 1:39,34183
10/01/2020 1:39,8180
10/01/2020 1:39,44631
10/01/2020 1:39,36091
10/01/2020 1:39,36479
10/01/2020 1:39,46481
10/01/2020 1:40,36637
10/01/2020 1:39,46611
10/01/2020 1:39,37249
10/01/2020 1:39,8180
10/01/2020 1:39,41057
10/01/2020 1:39,43865
10/01/2020 1:39,35069
10/01/2020 1:39,8180
10/01/2020 1:39,42147
10/01/2020 1:39,33955
10/01/2020 1:40,40445
10/01/2020 1:39,41879
10/01/2020 1:39,39253
10/01/2020 1:39,8180
10/01/2020 1:39,44103
10/01/2020 1:40,38935
10/01/2020 1:40,34387
10/01/2020 1:39,37783
10/01/2020 1:39,34965
10/01/2020 1:39,8180
10/01/2020 1:39,42029
10/01/2020 1:39,34537
10/01/2020 1:39,35577
10/01/2020 1:39,45849
10/01/2020 1:39,8180
10/01/2020 1:40,42827
10/01/2020 1:39,45615
10/01/2020 1:39,43053
10/01/2020 1:39,44757
10/01/2020 1:39,8180
10/01/2020 1:39,35013
10/01/2020 1:40,35205
10/01/2020 1:40,45709
10/01/2020 1:40,42479
10/01/2020 1:39,8180
10/01/2020 1:39,35735
10/01/2020 1:39,35985
10/01/2020 1:40,46295
10/01/2020 1:39,45377
10/01/2020 1:39,38527
10/01/2020 1:39,8180
10/01/2020 1:39,39203
10/01/2020 1:39,37911
10/01/2020 1:39,37799
10/01/2020 1:39,43885
10/01/2020 1:39,8180
10/01/2020 1:40,38803
10/01/2020 1:40,33517
10/01/2020 1:40,45267
10/01/2020 1:40,32953
10/01/2020 1:40,41811
10/01/2020 1:39,8180
10/01/2020 1:39,45509
10/01/2020 1:39,37217
10/01/2020 1:40,35557
10/01/2020 1:39,8180
10/01/2020 1:39,46821
10/01/2020 1:40,45573
10/01/2020 1:40,41001
10/01/2020 1:39,39665
10/01/2020 1:39,33799
10/01/2020 1:39,8180
10/01/2020 1:39,45291
10/01/2020 1:39,35921
10/01/2020 1:39,38239
10/01/2020 1:39,45667
10/01/2020 1:39,8180
10/01/2020 1:39,38967
10/01/2020 1:39,35925
10/01/2020 1:39,46501
10/01/2020 1:39,35401
10/01/2020 1:39,35651
10/01/2020 1:39,46233
10/01/2020 1:39,8180
10/01/2020 1:39,43441
10/01/2020 1:40,36093
10/01/2020 1:39,33475
10/01/2020 1:39,38137
10/01/2020 1:39,33685
10/01/2020 1:39,8180
10/01/2020 1:39,37775
10/01/2020 1:39,37975
10/01/2020 1:39,34987
10/01/2020 1:40,40653
10/01/2020 1:40,41227
10/01/2020 1:39,42879
10/01/2020 1:39,8180
10/01/2020 1:40,33437
10/01/2020 1:40,43239
10/01/2020 1:39,41153
10/01/2020 1:39,40447
10/01/2020 1:39,39325
10/01/2020 1:39,8180
10/01/2020 1:39,40827
10/01/2020 1:39,35181
10/01/2020 1:40,42401
10/01/2020 1:39,35725
10/01/2020 1:39,33609
10/01/2020 1:39,8180
10/01/2020 1:39,45367
10/01/2020 1:39,34573
10/01/2020 1:40,45591
10/01/2020 1:39,38831
10/01/2020 1:39,43891
10/01/2020 1:39,35105
10/01/2020 1:39,8180
10/01/2020 1:39,32835
10/01/2020 1:39,41025
10/01/2020 1:40,40641
10/01/2020 1:40,38033
10/01/2020 1:39,38745
10/01/2020 1:39,35207
10/01/2020 1:39,36947
10/01/2020 1:39,8180
10/01/2020 1:39,35941
10/01/2020 1:39,38465
10/01/2020 1:40,43191
10/01/2020 1:40,36289
10/01/2020 1:39,8180
10/01/2020 1:39,42741
10/01/2020 1:39,44287
10/01/2020 1:40,43145
10/01/2020 1:39,43395
10/01/2020 1:39,44933
10/01/2020 1:40,46145
10/01/2020 1:39,8180
10/01/2020 1:39,46429
10/01/2020 1:39,32801
10/01/2020 1:40,46633
10/01/2020 1:40,34759
10/01/2020 1:40,34547
10/01/2020 1:39,8180
10/01/2020 1:39,45099
10/01/2020 1:39,46679
10/01/2020 1:40,44861
10/01/2020 1:40,43421
10/01/2020 1:39,39599
10/01/2020 1:39,8180
10/01/2020 1:39,33595
10/01/2020 1:39,41551
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:39,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 1:40,8180
10/01/2020 3:25,53
10/01/2020 3:25,23
10/01/2020 3:25,42443
